Date,Average_Price
04/19/2017,47.09
04/20/2017,44.99
04/21/2017,47.56
04/22/2017,47.62
04/23/2017,47.62
04/24/2017,47.67
04/25/2017,46.92
04/26/2017,44.82
04/27/2017,44.1
04/28/2017,43.64
04/29/2017,47.57
04/30/2017,47.57
05/01/2017,47.57
05/02/2017,47.57
05/03/2017,51.5
05/04/2017,51.45
05/05/2017,50.84
05/06/2017,51.72
05/07/2017,51.72
05/08/2017,52.6
05/09/2017,49.44
05/10/2017,52.01
05/11/2017,50.2
05/12/2017,52.36
05/13/2017,51.61
05/14/2017,51.61
05/15/2017,50.86
05/16/2017,51.97
05/17/2017,53.19
05/18/2017,49.97
05/19/2017,52.11
05/20/2017,50.67
05/21/2017,50.67
05/22/2017,49.23
05/23/2017,51.42
05/24/2017,53.71
05/25/2017,53.02
05/26/2017,52.1
05/27/2017,51.33
05/28/2017,51.33
05/29/2017,50.55
05/30/2017,52.96
05/31/2017,53.28
06/01/2017,52.37
06/02/2017,54.92
06/03/2017,53.77
06/04/2017,53.77
06/05/2017,52.62
06/06/2017,51.82
06/07/2017,54.46
06/08/2017,50.21
06/09/2017,51.27
06/10/2017,52.71
06/11/2017,52.71
06/12/2017,54.15
06/13/2017,52.08
06/14/2017,50.82
06/15/2017,52.78
06/16/2017,54.16
06/17/2017,53.05
06/18/2017,53.05
06/19/2017,51.94
06/20/2017,52.94
06/21/2017,52.5
06/22/2017,54.29
06/23/2017,50.34
06/24/2017,51.67
06/25/2017,51.67
06/26/2017,52.99
06/27/2017,53.37
06/28/2017,50.42
06/29/2017,50.63
06/30/2017,54.85
07/01/2017,53.34
07/02/2017,53.34
07/03/2017,51.83
07/04/2017,50.48
07/05/2017,53.3
07/06/2017,50.1
07/07/2017,52.41
07/08/2017,50.9
07/09/2017,50.9
07/10/2017,49.39
07/11/2017,52.15
07/12/2017,50.91
07/13/2017,53.3
07/14/2017,53.82
07/15/2017,52.5
07/16/2017,52.5
07/17/2017,51.18
07/18/2017,50.92
07/19/2017,52.09
07/20/2017,50.5
07/21/2017,50.26
07/22/2017,49.98
07/23/2017,49.98
07/24/2017,49.69
07/25/2017,51.19
07/26/2017,49.12
07/27/2017,50.9
07/28/2017,53.05
07/29/2017,52.43
07/30/2017,52.43
07/31/2017,51.81
08/01/2017,52.76
08/02/2017,50.32
08/03/2017,54.44
08/04/2017,50.13
08/05/2017,52.43
08/06/2017,52.43
08/07/2017,54.24
08/08/2017,52.52
08/09/2017,50.52
08/10/2017,54.66
08/11/2017,51.64
08/12/2017,52.19
08/13/2017,52.19
08/14/2017,54.6
08/15/2017,54.51
08/16/2017,54.8
08/17/2017,51.07
08/18/2017,53.17
08/19/2017,53.93
08/20/2017,53.93
08/21/2017,54.69
08/22/2017,51.19
08/23/2017,52.49
08/24/2017,51.5
08/25/2017,51.44
08/26/2017,51.82
08/27/2017,51.82
08/28/2017,52.2
08/29/2017,51.36
08/30/2017,53.12
08/31/2017,54.84
09/01/2017,53.34
09/02/2017,53.54
09/03/2017,53.54
09/04/2017,53.54
09/05/2017,53.73
09/06/2017,53.59
09/07/2017,53.53
09/08/2017,55.61
09/09/2017,54.49
09/10/2017,54.49
09/11/2017,53.36
09/12/2017,55.32
09/13/2017,55.78
09/14/2017,51.76
09/15/2017,53.65
09/16/2017,53.45
09/17/2017,53.45
09/18/2017,53.25
09/19/2017,54.33
09/20/2017,52.83
09/21/2017,55.35
09/22/2017,54.54
09/23/2017,55.18
09/24/2017,55.18
09/25/2017,55.82
09/26/2017,54.25
09/27/2017,52.1
09/28/2017,54.01
09/29/2017,53.22
09/30/2017,53.53
10/01/2017,53.53
10/02/2017,53.83
10/03/2017,52.44
10/04/2017,51.23
10/05/2017,52.41
10/06/2017,53.01
10/07/2017,53.4
10/08/2017,53.4
10/09/2017,53.79
10/10/2017,52.7
10/11/2017,52
10/12/2017,51.68
10/13/2017,54.16
10/14/2017,54.84
10/15/2017,54.84
10/16/2017,55.51
10/17/2017,51.53
10/18/2017,51.25
10/19/2017,54.48
10/20/2017,53.53
10/21/2017,54.4
10/22/2017,54.4
10/23/2017,55.27
10/24/2017,53.5
10/25/2017,53.01
10/26/2017,53.86
10/27/2017,54.68
10/28/2017,54.78
10/29/2017,54.78
10/30/2017,54.87
10/31/2017,53.62
11/01/2017,54.93
11/02/2017,52.85
11/03/2017,54.64
11/04/2017,54.13
11/05/2017,54.13
11/06/2017,53.62
11/07/2017,51.88
11/08/2017,54.29
11/09/2017,52.59
11/10/2017,53.89
11/11/2017,53.97
11/12/2017,53.97
11/13/2017,54.05
11/14/2017,54.88
11/15/2017,51.56
11/16/2017,52.15
11/17/2017,54.2
11/18/2017,55.01
11/19/2017,55.01
11/20/2017,55.82
11/21/2017,55.25
11/22/2017,53.66
11/23/2017,54.97
11/24/2017,53.08
11/25/2017,53.26
11/26/2017,53.26
11/27/2017,53.43
11/28/2017,51.32
11/29/2017,53.1
11/30/2017,54.57
12/01/2017,56.21
12/02/2017,57.1
12/03/2017,57.1
12/04/2017,57.99
12/05/2017,58.75
12/06/2017,54.33
12/07/2017,54.25
12/08/2017,57.53
12/09/2017,56.17
12/10/2017,56.17
12/11/2017,54.81
12/12/2017,54.2
12/13/2017,54.97
12/14/2017,57.01
12/15/2017,57.56
12/16/2017,57.37
12/17/2017,57.37
12/18/2017,57.17
12/19/2017,55.8
12/20/2017,58.39
12/21/2017,54.27
12/22/2017,56.44
12/23/2017,57.09
12/24/2017,57.09
12/25/2017,57.74
12/26/2017,54.62
12/27/2017,55.02
12/28/2017,58.27
12/29/2017,58.58
12/30/2017,58.84
12/31/2017,58.84
01/01/2018,58.84
01/02/2018,59.09
01/03/2018,61.03
01/04/2018,58.93
01/05/2018,57.82
01/06/2018,58.85
01/07/2018,58.85
01/08/2018,59.87
01/09/2018,58.81
01/10/2018,57.42
01/11/2018,58.57
01/12/2018,59.52
01/13/2018,58.66
01/14/2018,58.66
01/15/2018,57.79
01/16/2018,60.22
01/17/2018,58.46
01/18/2018,57.92
01/19/2018,59.29
01/20/2018,60.02
01/21/2018,60.02
01/22/2018,60.74
01/23/2018,60.58
01/24/2018,59.6
01/25/2018,57.79
01/26/2018,60.7
01/27/2018,60.56
01/28/2018,60.56
01/29/2018,60.41
01/30/2018,59.76
01/31/2018,59.27
02/01/2018,57.16
02/02/2018,56.22
02/03/2018,57.32
02/04/2018,57.32
02/05/2018,58.41
02/06/2018,58.28
02/07/2018,57.26
02/08/2018,59.62
02/09/2018,58.59
02/10/2018,58.31
02/11/2018,58.31
02/12/2018,58.03
02/13/2018,59.51
02/14/2018,57.37
02/15/2018,56.31
02/16/2018,56.31
02/17/2018,56.31
02/18/2018,56.31
02/19/2018,56.31
02/20/2018,56.31
02/21/2018,56.31
02/22/2018,55.24
02/23/2018,55.71
02/24/2018,56.84
02/25/2018,56.84
02/26/2018,57.96
02/27/2018,57.51
02/28/2018,59.51
03/01/2018,54.62
03/02/2018,56.71
03/03/2018,55.18
03/04/2018,55.18
03/05/2018,53.64
03/06/2018,56.14
03/07/2018,53.97
03/08/2018,53.56
03/09/2018,55.21
03/10/2018,55.99
03/11/2018,55.99
03/12/2018,56.77
03/13/2018,54.66
03/14/2018,56.54
03/15/2018,54.9
03/16/2018,53.14
03/17/2018,54.25
03/18/2018,54.25
03/19/2018,55.36
03/20/2018,53.85
03/21/2018,53.77
03/22/2018,52.98
03/23/2018,53.96
03/24/2018,55.17
03/25/2018,55.17
03/26/2018,56.37
03/27/2018,54.17
03/28/2018,54.75
03/29/2018,56.57
03/30/2018,52.8
03/31/2018,52.53
04/01/2018,54.05
04/02/2018,55.3
04/03/2018,56.86
04/04/2018,55.01
04/05/2018,57.02
04/06/2018,56.38
04/07/2018,55.35
04/08/2018,55.35
04/09/2018,54.31
04/10/2018,56.58
04/11/2018,57.28
04/12/2018,56.13
04/13/2018,53.84
04/14/2018,55.87
04/15/2018,55.87
04/16/2018,57.89
04/17/2018,54.1
04/18/2018,56.5
04/19/2018,54.21
04/20/2018,56.42
04/21/2018,55.87
04/22/2018,55.87
04/23/2018,55.32
04/24/2018,56.62
04/25/2018,55.65
04/26/2018,54.68
04/27/2018,57.51
04/28/2018,59.41
04/29/2018,59.41
04/30/2018,59.41
05/01/2018,59.41
05/02/2018,61.31
05/03/2018,59.62
05/04/2018,61.08
05/05/2018,62.04
05/06/2018,62.04
05/07/2018,62.99
05/08/2018,61.39
05/09/2018,60.66
05/10/2018,62.19
05/11/2018,59.04
05/12/2018,59.76
05/13/2018,59.76
05/14/2018,60.47
05/15/2018,63.56
05/16/2018,61.87
05/17/2018,62.49
05/18/2018,59.7
05/19/2018,60.51
05/20/2018,60.51
05/21/2018,61.31
05/22/2018,59.01
05/23/2018,60.78
05/24/2018,59.33
05/25/2018,63.22
05/26/2018,63.08
05/27/2018,63.08
05/28/2018,62.93
05/29/2018,60.2
05/30/2018,59.32
05/31/2018,62.74
06/01/2018,60.27
06/02/2018,60.48
06/03/2018,60.48
06/04/2018,60.69
06/05/2018,58.27
06/06/2018,62.2
06/07/2018,58.37
06/08/2018,60.23
06/09/2018,59.58
06/10/2018,59.58
06/11/2018,58.93
06/12/2018,61.04
06/13/2018,58.07
06/14/2018,59.13
06/15/2018,58.37
06/16/2018,59.3
06/17/2018,59.3
06/18/2018,60.23
06/19/2018,60.3
06/20/2018,61.38
06/21/2018,62.93
06/22/2018,61.79
06/23/2018,60.06
06/24/2018,60.06
06/25/2018,58.32
06/26/2018,61.23
06/27/2018,62.77
06/28/2018,62.95
06/29/2018,58.91
06/30/2018,60.02
07/01/2018,60.02
07/02/2018,61.13
07/03/2018,63.89
07/04/2018,63.7
07/05/2018,59.69
07/06/2018,63.23
07/07/2018,62.68
07/08/2018,62.68
07/09/2018,62.12
07/10/2018,60.03
07/11/2018,60.87
07/12/2018,60.11
07/13/2018,59.17
07/14/2018,60.21
07/15/2018,60.21
07/16/2018,61.24
07/17/2018,60.49
07/18/2018,60.63
07/19/2018,62.41
07/20/2018,62.1
07/21/2018,62.33
07/22/2018,62.33
07/23/2018,62.55
07/24/2018,62.85
07/25/2018,59.44
07/26/2018,63.1
07/27/2018,60.49
07/28/2018,60.18
07/29/2018,60.18
07/30/2018,59.86
07/31/2018,60.84
08/01/2018,63.3
08/02/2018,63.24
08/03/2018,62.83
08/04/2018,63.33
08/05/2018,63.33
08/06/2018,63.83
08/07/2018,64.85
08/08/2018,65.43
08/09/2018,62.71
08/10/2018,62.67
08/11/2018,63.51
08/12/2018,63.51
08/13/2018,64.35
08/14/2018,61.3
08/15/2018,62.57
08/16/2018,61.67
08/17/2018,64.87
08/18/2018,64.11
08/19/2018,64.11
08/20/2018,63.34
08/21/2018,65.84
08/22/2018,63.23
08/23/2018,64.42
08/24/2018,61.08
08/25/2018,61.88
08/26/2018,61.88
08/27/2018,62.68
08/28/2018,63.1
08/29/2018,65.56
08/30/2018,63.65
08/31/2018,63
09/01/2018,65
09/02/2018,65
09/03/2018,67
09/04/2018,65.4
09/05/2018,67.81
09/06/2018,68.57
09/07/2018,65.44
09/08/2018,65.21
09/09/2018,65.21
09/10/2018,64.97
09/11/2018,64.38
09/12/2018,68.89
09/13/2018,65.46
09/14/2018,67.26
09/15/2018,66.23
09/16/2018,66.23
09/17/2018,65.19
09/18/2018,66.19
09/19/2018,67.69
09/20/2018,65.92
09/21/2018,64.09
09/22/2018,65.16
09/23/2018,65.16
09/24/2018,66.22
09/25/2018,65.27
09/26/2018,64.62
09/27/2018,64.34
09/28/2018,64.25
09/29/2018,66.95
09/30/2018,66.95
10/01/2018,69.64
10/02/2018,71.38
10/03/2018,69.3
10/04/2018,69.25
10/05/2018,69.06
10/06/2018,69.62
10/07/2018,69.62
10/08/2018,70.18
10/09/2018,70.56
10/10/2018,67.13
10/11/2018,67.83
10/12/2018,71.67
10/13/2018,70.37
10/14/2018,70.37
10/15/2018,69.07
10/16/2018,67.62
10/17/2018,67.71
10/18/2018,68.38
10/19/2018,68.52
10/20/2018,67.86
10/21/2018,67.86
10/22/2018,67.2
10/23/2018,71.96
10/24/2018,69.61
10/25/2018,67.6
10/26/2018,68.61
10/27/2018,69.37
10/28/2018,69.37
10/29/2018,70.12
10/30/2018,71.05
10/31/2018,68
11/01/2018,70.42
11/02/2018,70.56
11/03/2018,70.78
11/04/2018,70.78
11/05/2018,70.99
11/06/2018,68.01
11/07/2018,68.59
11/08/2018,70.87
11/09/2018,69.5
11/10/2018,68.89
11/11/2018,68.89
11/12/2018,68.28
11/13/2018,71.83
11/14/2018,72.51
11/15/2018,72.82
11/16/2018,73
11/17/2018,72.99
11/18/2018,72.99
11/19/2018,72.97
11/20/2018,68.58
11/21/2018,69.66
11/22/2018,72.57
11/23/2018,70.99
11/24/2018,71.97
11/25/2018,71.97
11/26/2018,72.94
11/27/2018,69.77
11/28/2018,70.47
11/29/2018,69.21
11/30/2018,70.29
12/01/2018,71.46
12/02/2018,71.46
12/03/2018,72.63
12/04/2018,73.69
12/05/2018,74.28
12/06/2018,72.77
12/07/2018,74.38
12/08/2018,74.54
12/09/2018,74.54
12/10/2018,74.69
12/11/2018,74.7
12/12/2018,71.71
12/13/2018,70.24
12/14/2018,70.39
12/15/2018,71.54
12/16/2018,71.54
12/17/2018,72.69
12/18/2018,72.36
12/19/2018,72.79
12/20/2018,70.26
12/21/2018,71.56
12/22/2018,72.32
12/23/2018,72.32
12/24/2018,73.07
12/25/2018,71.25
12/26/2018,73.58
12/27/2018,73.21
12/28/2018,71.4
12/29/2018,71.49
12/30/2018,71.49
12/31/2018,71.57
01/01/2019,71.77
01/02/2019,72.04
01/03/2019,70.66
01/04/2019,74.78
01/05/2019,72.76
01/06/2019,72.76
01/07/2019,70.73
01/08/2019,71.64
01/09/2019,71.67
01/10/2019,70.32
01/11/2019,71.39
01/12/2019,72.39
01/13/2019,72.39
01/14/2019,73.38
01/15/2019,73.75
01/16/2019,74.59
01/17/2019,73.13
01/18/2019,72.28
01/19/2019,72.99
01/20/2019,72.99
01/21/2019,73.69
01/22/2019,71.42
01/23/2019,70.17
01/24/2019,73.34
01/25/2019,73.75
01/26/2019,73.33
01/27/2019,73.33
01/28/2019,73.33
01/29/2019,72.9
01/30/2019,71.67
01/31/2019,74.86
02/01/2019,74.44
02/02/2019,73.54
02/03/2019,73.54
02/04/2019,73.54
02/05/2019,73.54
02/06/2019,73.54
02/07/2019,73.54
02/08/2019,73.54
02/09/2019,72.63
02/10/2019,74.28
02/11/2019,75.92
02/12/2019,76.15
02/13/2019,73.98
02/14/2019,73.09
02/15/2019,74.71
02/16/2019,73.91
02/17/2019,73.91
02/18/2019,73.1
02/19/2019,72.2
02/20/2019,74.52
02/21/2019,75.94
02/22/2019,73.99
02/23/2019,73.17
02/24/2019,73.17
02/25/2019,72.34
02/26/2019,76.62
02/27/2019,74.85
02/28/2019,76.13
03/01/2019,75.54
03/02/2019,75.75
03/03/2019,75.75
03/04/2019,75.96
03/05/2019,74.84
03/06/2019,74.11
03/07/2019,76.07
03/08/2019,76.28
03/09/2019,76.51
03/10/2019,76.51
03/11/2019,76.74
03/12/2019,73.78
03/13/2019,75.05
03/14/2019,75.97
03/15/2019,77.86
03/16/2019,76.05
03/17/2019,76.05
03/18/2019,74.24
03/19/2019,76.43
03/20/2019,75.17
03/21/2019,74.47
03/22/2019,73.95
03/23/2019,75.01
03/24/2019,75.01
03/25/2019,76.07
03/26/2019,76.71
03/27/2019,74.18
03/28/2019,74.84
03/29/2019,76.55
03/30/2019,77.09
03/31/2019,77.09
04/01/2019,77.62
04/02/2019,79.41
04/03/2019,79.35
04/04/2019,77.75
04/05/2019,77.22
04/06/2019,77.81
04/07/2019,77.81
04/08/2019,78.39
04/09/2019,75.04
04/10/2019,78.47
04/11/2019,75.33
04/12/2019,75.6
04/13/2019,76.88
04/14/2019,76.88
04/15/2019,76.88
04/16/2019,78.15
04/17/2019,75.79
04/18/2019,75.6
04/19/2019,77.29
04/20/2019,76.44
04/21/2019,76.44
04/22/2019,75.59
04/23/2019,78.66
04/24/2019,75.58
04/25/2019,77.59
04/26/2019,76.16
04/27/2019,77.44
04/28/2019,77.44
04/29/2019,77.44
04/30/2019,77.44
05/01/2019,77.44
05/02/2019,78.72
05/03/2019,76.26
05/04/2019,77.08
05/05/2019,77.08
05/06/2019,77.9
05/07/2019,78.96
05/08/2019,76.76
05/09/2019,76.46
05/10/2019,76.63
05/11/2019,77.67
05/12/2019,77.67
05/13/2019,78.7
05/14/2019,80.61
05/15/2019,78.19
05/16/2019,79.67
05/17/2019,79.22
05/18/2019,80.03
05/19/2019,80.03
05/20/2019,80.83
05/21/2019,77.08
05/22/2019,80.43
05/23/2019,76.28
05/24/2019,77.16
05/25/2019,78.33
05/26/2019,78.33
05/27/2019,79.49
05/28/2019,80.9
05/29/2019,80.52
05/30/2019,76.87
05/31/2019,78.24
06/01/2019,78.32
06/02/2019,78.32
06/03/2019,78.39
06/04/2019,78.55
06/05/2019,79.63
06/06/2019,77.47
06/07/2019,80.02
06/08/2019,78.76
06/09/2019,78.76
06/10/2019,77.49
06/11/2019,76.45
06/12/2019,78.82
06/13/2019,80.75
06/14/2019,79.61
06/15/2019,78.38
06/16/2019,78.38
06/17/2019,77.14
06/18/2019,76.11
06/19/2019,79.62
06/20/2019,77.29
06/21/2019,76.19
06/22/2019,76.45
06/23/2019,76.45
06/24/2019,76.7
06/25/2019,76.76
06/26/2019,80.34
06/27/2019,77.76
06/28/2019,79.68
06/29/2019,80.33
06/30/2019,80.33
07/01/2019,80.97
07/02/2019,79.12
07/03/2019,82.63
07/04/2019,78.44
07/05/2019,80.39
07/06/2019,79.8
07/07/2019,79.8
07/08/2019,79.2
07/09/2019,82.74
07/10/2019,79.84
07/11/2019,82.85
07/12/2019,80.13
07/13/2019,79.81
07/14/2019,79.81
07/15/2019,79.48
07/16/2019,82.65
07/17/2019,82.2
07/18/2019,82.34
07/19/2019,79.35
07/20/2019,81.16
07/21/2019,81.16
07/22/2019,82.96
07/23/2019,82.95
07/24/2019,81.65
07/25/2019,79.86
07/26/2019,82.69
07/27/2019,81
07/28/2019,81
07/29/2019,79.31
07/30/2019,81.79
07/31/2019,81.2
08/01/2019,80.67
08/02/2019,81.88
08/03/2019,82.12
08/04/2019,82.12
08/05/2019,82.35
08/06/2019,81.61
08/07/2019,82.26
08/08/2019,80.18
08/09/2019,82.75
08/10/2019,82.69
08/11/2019,82.69
08/12/2019,82.63
08/13/2019,78.75
08/14/2019,80.78
08/15/2019,81.39
08/16/2019,79.57
08/17/2019,80.91
08/18/2019,80.91
08/19/2019,82.24
08/20/2019,82.31
08/21/2019,79.63
08/22/2019,81.42
08/23/2019,79.13
08/24/2019,78.72
08/25/2019,78.72
08/26/2019,78.3
08/27/2019,79.26
08/28/2019,79.7
08/29/2019,78.24
08/30/2019,81.02
08/31/2019,78.59
09/01/2019,80.04
09/02/2019,80.04
09/03/2019,81.49
09/04/2019,82.95
09/05/2019,79.71
09/06/2019,79.34
09/07/2019,80.57
09/08/2019,80.57
09/09/2019,81.79
09/10/2019,79.48
09/11/2019,81.56
09/12/2019,83.2
09/13/2019,80.85
09/14/2019,82.26
09/15/2019,82.26
09/16/2019,83.66
09/17/2019,80.15
09/18/2019,79.26
09/19/2019,79.65
09/20/2019,82.26
09/21/2019,82.44
09/22/2019,82.44
09/23/2019,82.62
09/24/2019,83.93
09/25/2019,80.08
09/26/2019,81.77
09/27/2019,80.46
09/28/2019,81.91
09/29/2019,81.91
09/30/2019,83.35
10/01/2019,82.87
10/02/2019,83.36
10/03/2019,84.48
10/04/2019,80.52
10/05/2019,80.4
10/06/2019,80.4
10/07/2019,80.27
10/08/2019,82.05
10/09/2019,80.03
10/10/2019,81.53
10/11/2019,83.02
10/12/2019,83.92
10/13/2019,83.92
10/14/2019,84.82
10/15/2019,83.67
10/16/2019,82.05
10/17/2019,82.03
10/18/2019,84.04
10/19/2019,83.65
10/20/2019,83.65
10/21/2019,83.25
10/22/2019,81.93
10/23/2019,82.36
10/24/2019,82.11
10/25/2019,84.2
10/26/2019,83.09
10/27/2019,83.09
10/28/2019,81.97
10/29/2019,82.32
10/30/2019,80.09
10/31/2019,80.96
11/01/2019,83.72
11/02/2019,82.97
11/03/2019,82.97
11/04/2019,82.21
11/05/2019,82.13
11/06/2019,82.85
11/07/2019,83.67
11/08/2019,82.75
11/09/2019,83.73
11/10/2019,83.73
11/11/2019,84.71
11/12/2019,82.54
11/13/2019,81.3
11/14/2019,81.82
11/15/2019,84.48
11/16/2019,84.71
11/17/2019,84.71
11/18/2019,84.93
11/19/2019,82.13
11/20/2019,82.58
11/21/2019,82.81
11/22/2019,82.47
11/23/2019,83.06
11/24/2019,83.06
11/25/2019,83.64
11/26/2019,85.18
11/27/2019,84.82
11/28/2019,81.06
11/29/2019,84.99
11/30/2019,85.94
12/01/2019,85.94
12/02/2019,86.89
12/03/2019,88.09
12/04/2019,87.54
12/05/2019,88.52
12/06/2019,87.3
12/07/2019,85.73
12/08/2019,85.73
12/09/2019,84.16
12/10/2019,87.47
12/11/2019,84.32
12/12/2019,87.24
12/13/2019,84.75
12/14/2019,85.94
12/15/2019,85.94
12/16/2019,87.13
12/17/2019,86.99
12/18/2019,84.29
12/19/2019,84.07
12/20/2019,88.07
12/21/2019,86.68
12/22/2019,86.68
12/23/2019,85.29
12/24/2019,84.14
12/25/2019,85.16
12/26/2019,84.49
12/27/2019,85.01
12/28/2019,86.86
12/29/2019,86.86
12/30/2019,88.71
12/31/2019,84.39
01/01/2020,86.12
01/02/2020,87.85
01/03/2020,86.96
01/04/2020,86.75
01/05/2020,86.75
01/06/2020,86.54
01/07/2020,85.47
01/08/2020,88.62
01/09/2020,86.56
01/10/2020,85.65
01/11/2020,85.87
01/12/2020,85.87
01/13/2020,86.08
01/14/2020,89.54
01/15/2020,85.97
01/16/2020,88.71
01/17/2020,89.24
01/18/2020,89.24
01/19/2020,89.24
01/20/2020,89.76
01/21/2020,89.38
01/22/2020,86.52
01/23/2020,87.17
01/24/2020,87.17
01/25/2020,87.17
01/26/2020,87.17
01/27/2020,87.17
01/28/2020,87.17
01/29/2020,87.17
01/30/2020,87.82
01/31/2020,89.8
02/01/2020,89.52
02/02/2020,89.52
02/03/2020,89.24
02/04/2020,91.79
02/05/2020,91.96
02/06/2020,88.14
02/07/2020,88
02/08/2020,89.51
02/09/2020,89.51
02/10/2020,91.01
02/11/2020,89.8
02/12/2020,90.76
02/13/2020,91.81
02/14/2020,87.42
02/15/2020,87.8
02/16/2020,87.8
02/17/2020,88.17
02/18/2020,90.52
02/19/2020,90.18
02/20/2020,87.88
02/21/2020,90.01
02/22/2020,90.8
02/23/2020,90.8
02/24/2020,91.58
02/25/2020,90.18
02/26/2020,90.97
02/27/2020,89.6
02/28/2020,89.02
02/29/2020,89.87
03/01/2020,89.87
03/02/2020,90.71
03/03/2020,90.1
03/04/2020,91.13
03/05/2020,88.22
03/06/2020,91.1
03/07/2020,90.98
03/08/2020,90.98
03/09/2020,90.85
03/10/2020,89.45
03/11/2020,91.96
03/12/2020,91.19
03/13/2020,91.5
03/14/2020,91.91
03/15/2020,91.91
03/16/2020,92.32
03/17/2020,92.6
03/18/2020,92.27
03/19/2020,90.17
03/20/2020,90.07
03/21/2020,89.54
03/22/2020,89.54
03/23/2020,89
03/24/2020,92.74
03/25/2020,90.77
03/26/2020,91.48
03/27/2020,89.43
03/28/2020,89.23
03/29/2020,89.23
03/30/2020,89.03
03/31/2020,93
04/01/2020,91.5
04/02/2020,91.75
04/03/2020,92
04/04/2020,92.87
04/05/2020,92.87
04/06/2020,93.73
04/07/2020,93.63
04/08/2020,90.58
04/09/2020,93.55
04/10/2020,92.7
04/11/2020,92.14
04/12/2020,92.14
04/13/2020,91.58
04/14/2020,90.43
04/15/2020,92.45
04/16/2020,92.37
04/17/2020,92.77
04/18/2020,91.53
04/19/2020,91.53
04/20/2020,90.28
04/21/2020,92.36
04/22/2020,92.16
04/23/2020,91.3
04/24/2020,90.99
04/25/2020,90.83
04/26/2020,90.83
04/27/2020,90.67
04/28/2020,93.49
04/29/2020,91.42
04/30/2020,91.75
05/01/2020,91.75
05/02/2020,92.08
05/03/2020,90.7
05/04/2020,90.26
05/05/2020,91.93
05/06/2020,91.51
05/07/2020,91.86
05/08/2020,94.09
05/09/2020,94.27
05/10/2020,94.27
05/11/2020,94.45
05/12/2020,91.31
05/13/2020,90.65
05/14/2020,94.3
05/15/2020,94.16
05/16/2020,94.2
05/17/2020,94.2
05/18/2020,94.24
05/19/2020,93.51
05/20/2020,93.69
05/21/2020,90.81
05/22/2020,92.02
05/23/2020,93.05
05/24/2020,93.05
05/25/2020,94.08
05/26/2020,92.74
05/27/2020,91.58
05/28/2020,93.31
05/29/2020,90.76
05/30/2020,91.36
05/31/2020,91.36
06/01/2020,91.96
06/02/2020,91.55
06/03/2020,92.3
06/04/2020,90.83
06/05/2020,92.12
06/06/2020,91.54
06/07/2020,91.54
06/08/2020,90.96
06/09/2020,91.82
06/10/2020,93.13
06/11/2020,90.48
06/12/2020,90.09
06/13/2020,90.41
06/14/2020,90.41
06/15/2020,90.72
06/16/2020,90.46
06/17/2020,93.67
06/18/2020,91.32
06/19/2020,93.18
06/20/2020,92.52
06/21/2020,92.52
06/22/2020,91.86
06/23/2020,92.44
06/24/2020,90.27
06/25/2020,92.05
06/26/2020,90.8
