Date,Average_Price
07/18/2018,67.59
07/19/2018,66
07/20/2018,63.59
07/21/2018,64.99
07/22/2018,64.99
07/23/2018,66.39
07/24/2018,64.39
07/25/2018,66.24
07/26/2018,64.18
07/27/2018,65.94
07/28/2018,65.86
07/29/2018,65.86
07/30/2018,65.77
07/31/2018,66.82
08/01/2018,68.28
08/02/2018,70.86
08/03/2018,66.4
08/04/2018,66.98
08/05/2018,66.98
08/06/2018,67.56
08/07/2018,67.39
08/08/2018,66.38
08/09/2018,66.06
08/10/2018,66.17
08/11/2018,67.87
08/12/2018,67.87
08/13/2018,69.56
08/14/2018,70.14
08/15/2018,70.16
08/16/2018,69.51
08/17/2018,67.04
08/18/2018,67.72
08/19/2018,67.72
08/20/2018,68.39
08/21/2018,67.5
08/22/2018,68.89
08/23/2018,66.87
08/24/2018,70.42
08/25/2018,68.54
08/26/2018,68.54
08/27/2018,66.66
08/28/2018,70.25
08/29/2018,70.8
08/30/2018,69.15
08/31/2018,68.25
09/01/2018,68.28
09/02/2018,68.28
09/03/2018,68.3
09/04/2018,69.79
09/05/2018,68.77
09/06/2018,67.04
09/07/2018,69.79
09/08/2018,67.99
09/09/2018,67.99
09/10/2018,66.19
09/11/2018,69.98
09/12/2018,68.4
09/13/2018,70.09
09/14/2018,70.97
09/15/2018,69.37
09/16/2018,69.37
09/17/2018,67.76
09/18/2018,67.22
09/19/2018,69.67
09/20/2018,68.63
09/21/2018,67.42
09/22/2018,69.01
09/23/2018,69.01
09/24/2018,70.59
09/25/2018,69.72
09/26/2018,70.3
09/27/2018,68.22
09/28/2018,66.02
09/29/2018,67.18
09/30/2018,67.18
10/01/2018,68.34
10/02/2018,68.51
10/03/2018,69.55
10/04/2018,70.23
10/05/2018,70.18
10/06/2018,69.85
10/07/2018,69.85
10/08/2018,69.52
10/09/2018,70.46
10/10/2018,69.72
10/11/2018,66.86
10/12/2018,70.33
10/13/2018,69.47
10/14/2018,69.47
10/15/2018,68.61
10/16/2018,67.56
10/17/2018,70.98
10/18/2018,69.43
10/19/2018,68.58
10/20/2018,69.1
10/21/2018,69.1
10/22/2018,69.61
10/23/2018,68.5
10/24/2018,67.03
10/25/2018,70.52
10/26/2018,67.51
10/27/2018,68.53
10/28/2018,68.53
10/29/2018,69.54
10/30/2018,66.06
10/31/2018,69.68
11/01/2018,68.7
11/02/2018,67.03
11/03/2018,68.14
11/04/2018,68.14
11/05/2018,69.24
11/06/2018,68.65
11/07/2018,70.65
11/08/2018,68.25
11/09/2018,69.29
11/10/2018,67.99
11/11/2018,67.99
11/12/2018,66.68
11/13/2018,68.63
11/14/2018,68.28
11/15/2018,70.22
11/16/2018,66.34
11/17/2018,67.46
11/18/2018,67.46
11/19/2018,68.58
11/20/2018,70.2
11/21/2018,66.98
11/22/2018,66.63
11/23/2018,67.75
11/24/2018,68.45
11/25/2018,68.45
11/26/2018,69.15
11/27/2018,68.84
11/28/2018,67.15
11/29/2018,67.75
11/30/2018,69.31
12/01/2018,70.32
12/02/2018,70.32
12/03/2018,71.32
12/04/2018,73.01
12/05/2018,73.04
12/06/2018,73.41
12/07/2018,70.36
12/08/2018,70.67
12/09/2018,70.67
12/10/2018,70.97
12/11/2018,70.43
12/12/2018,72.53
12/13/2018,72.47
12/14/2018,72.18
12/15/2018,72.24
12/16/2018,72.24
12/17/2018,72.29
12/18/2018,70.34
12/19/2018,73.73
12/20/2018,70.53
12/21/2018,72.93
12/22/2018,72.61
12/23/2018,72.61
12/24/2018,72.29
12/25/2018,73.94
12/26/2018,69.19
12/27/2018,72.42
12/28/2018,69.87
12/29/2018,70.99
12/30/2018,70.99
12/31/2018,72.1
01/01/2019,72.11
01/02/2019,73.23
01/03/2019,71.7
01/04/2019,74.57
01/05/2019,74.11
01/06/2019,74.11
01/07/2019,73.65
01/08/2019,71.37
01/09/2019,73.88
01/10/2019,73.14
01/11/2019,75.28
01/12/2019,74.05
01/13/2019,74.05
01/14/2019,72.81
01/15/2019,71.6
01/16/2019,74.16
01/17/2019,72.2
01/18/2019,71.49
01/19/2019,72.11
01/20/2019,72.11
01/21/2019,72.72
01/22/2019,72.55
01/23/2019,71.05
01/24/2019,71.93
01/25/2019,73.5
01/26/2019,72.59
01/27/2019,72.59
01/28/2019,72.59
01/29/2019,71.68
01/30/2019,74.59
01/31/2019,75.66
02/01/2019,73.27
02/02/2019,72.89
02/03/2019,72.89
02/04/2019,72.89
02/05/2019,72.89
02/06/2019,72.89
02/07/2019,72.89
02/08/2019,72.89
02/09/2019,72.51
02/10/2019,72.4
02/11/2019,72.28
02/12/2019,74.15
02/13/2019,73.1
02/14/2019,73.66
02/15/2019,74.46
02/16/2019,74.53
02/17/2019,74.53
02/18/2019,74.6
02/19/2019,73.68
02/20/2019,73.15
02/21/2019,73.63
02/22/2019,73.37
02/23/2019,74.22
02/24/2019,74.22
02/25/2019,75.06
02/26/2019,72.63
02/27/2019,71.44
02/28/2019,72.07
03/01/2019,78.78
03/02/2019,77.84
03/03/2019,77.84
03/04/2019,76.9
03/05/2019,80.79
03/06/2019,77.03
03/07/2019,76.35
03/08/2019,79.93
03/09/2019,78.1
03/10/2019,78.1
03/11/2019,76.26
03/12/2019,76.99
03/13/2019,76.77
03/14/2019,78.74
03/15/2019,78.1
03/16/2019,77.18
03/17/2019,77.18
03/18/2019,76.25
03/19/2019,76.78
03/20/2019,76.14
03/21/2019,80.55
03/22/2019,76.31
03/23/2019,77.73
03/24/2019,77.73
03/25/2019,79.15
03/26/2019,79.75
03/27/2019,79.98
03/28/2019,77.98
03/29/2019,78.29
03/30/2019,78.88
03/31/2019,78.88
04/01/2019,79.46
04/02/2019,78.28
04/03/2019,77.92
04/04/2019,78.36
04/05/2019,79.7
04/06/2019,80.41
04/07/2019,80.41
04/08/2019,81.11
04/09/2019,81.45
04/10/2019,78.4
04/11/2019,78.16
04/12/2019,80.02
04/13/2019,79.6
04/14/2019,79.6
04/15/2019,79.6
04/16/2019,79.18
04/17/2019,78.06
04/18/2019,80.26
04/19/2019,79.78
04/20/2019,80.78
04/21/2019,80.78
04/22/2019,81.77
04/23/2019,80.29
04/24/2019,80.88
04/25/2019,81.77
04/26/2019,81.57
04/27/2019,79.46
04/28/2019,79.46
04/29/2019,79.46
04/30/2019,79.46
05/01/2019,79.46
05/02/2019,77.35
05/03/2019,78.41
05/04/2019,77.61
05/05/2019,77.61
05/06/2019,76.8
05/07/2019,78.34
05/08/2019,78.46
05/09/2019,76.92
05/10/2019,76.73
05/11/2019,77.44
05/12/2019,77.44
05/13/2019,78.14
05/14/2019,78.03
05/15/2019,75.12
05/16/2019,76.56
05/17/2019,79.52
05/18/2019,79.51
05/19/2019,79.51
05/20/2019,79.5
05/21/2019,76.48
05/22/2019,76.46
05/23/2019,77.36
05/24/2019,79.67
05/25/2019,78.57
05/26/2019,78.57
05/27/2019,77.47
05/28/2019,75.27
05/29/2019,79.02
05/30/2019,77.83
05/31/2019,79.53
06/01/2019,78.51
06/02/2019,78.51
06/03/2019,77.49
06/04/2019,76.36
06/05/2019,76.12
06/06/2019,76.15
06/07/2019,75.43
06/08/2019,75.95
06/09/2019,75.95
06/10/2019,76.47
06/11/2019,77.64
06/12/2019,75.09
06/13/2019,79.21
06/14/2019,75.02
06/15/2019,76.66
06/16/2019,76.66
06/17/2019,78.29
06/18/2019,75.17
06/19/2019,78.19
06/20/2019,75.41
06/21/2019,77.25
06/22/2019,77.16
06/23/2019,77.16
06/24/2019,77.07
06/25/2019,78.53
06/26/2019,76.92
06/27/2019,75.72
06/28/2019,75.83
06/29/2019,76.93
06/30/2019,76.93
07/01/2019,78.03
07/02/2019,76.89
07/03/2019,76.67
07/04/2019,77.26
07/05/2019,78.56
07/06/2019,78.4
07/07/2019,78.4
07/08/2019,78.23
07/09/2019,76.85
07/10/2019,76.18
07/11/2019,78.31
07/12/2019,80.38
07/13/2019,78.88
07/14/2019,78.88
07/15/2019,77.37
07/16/2019,76.11
07/17/2019,77.76
07/18/2019,80.23
07/19/2019,77.05
07/20/2019,78.74
07/21/2019,78.74
07/22/2019,80.43
07/23/2019,78.36
07/24/2019,77.64
07/25/2019,76.31
07/26/2019,76.14
07/27/2019,76.33
07/28/2019,76.33
07/29/2019,76.51
07/30/2019,78.3
07/31/2019,78.66
08/01/2019,78.85
08/02/2019,76.97
08/03/2019,77.79
08/04/2019,77.79
08/05/2019,78.6
08/06/2019,78.12
08/07/2019,78.47
08/08/2019,80
08/09/2019,77.63
08/10/2019,78.37
08/11/2019,78.37
08/12/2019,79.11
08/13/2019,80.18
08/14/2019,78.52
08/15/2019,79.77
08/16/2019,79.94
08/17/2019,79.22
08/18/2019,79.22
08/19/2019,78.5
08/20/2019,76.33
08/21/2019,78.51
08/22/2019,76.93
08/23/2019,76.34
08/24/2019,78.38
08/25/2019,78.38
08/26/2019,80.42
08/27/2019,77.92
08/28/2019,78.52
08/29/2019,78.34
08/30/2019,80.73
08/31/2019,77.16
09/01/2019,76.68
09/02/2019,76.68
09/03/2019,76.19
09/04/2019,75.31
09/05/2019,78.8
09/06/2019,76.18
09/07/2019,75.66
09/08/2019,75.66
09/09/2019,75.13
09/10/2019,78.26
09/11/2019,77.08
09/12/2019,76.62
09/13/2019,76.98
09/14/2019,76.85
09/15/2019,76.85
09/16/2019,76.72
09/17/2019,77.98
09/18/2019,74.92
09/19/2019,76.68
09/20/2019,76.31
09/21/2019,77.1
09/22/2019,77.1
09/23/2019,77.89
09/24/2019,77.61
09/25/2019,76.27
09/26/2019,78.94
09/27/2019,76
09/28/2019,75.87
09/29/2019,75.87
09/30/2019,75.74
10/01/2019,77.25
10/02/2019,79.05
10/03/2019,77.55
10/04/2019,80
10/05/2019,78.75
10/06/2019,78.75
10/07/2019,77.5
10/08/2019,75.34
10/09/2019,75.88
10/10/2019,77.77
10/11/2019,79.65
10/12/2019,78.81
10/13/2019,78.81
10/14/2019,77.96
10/15/2019,78.72
10/16/2019,79.26
10/17/2019,78.22
10/18/2019,79.23
10/19/2019,78.71
10/20/2019,78.71
10/21/2019,78.18
10/22/2019,79.68
10/23/2019,79.51
10/24/2019,79.66
10/25/2019,79.49
10/26/2019,77.81
10/27/2019,77.81
10/28/2019,76.12
10/29/2019,78.97
10/30/2019,78.68
10/31/2019,76.39
11/01/2019,79.72
11/02/2019,79.39
11/03/2019,79.39
11/04/2019,79.06
11/05/2019,79.77
11/06/2019,80.26
11/07/2019,78.73
11/08/2019,80.28
11/09/2019,78.81
11/10/2019,78.81
11/11/2019,77.33
11/12/2019,81.93
11/13/2019,80.69
11/14/2019,77.24
11/15/2019,80.67
11/16/2019,79.52
11/17/2019,79.52
11/18/2019,78.37
11/19/2019,78.5
11/20/2019,81.4
11/21/2019,78.74
11/22/2019,77.52
11/23/2019,79.69
11/24/2019,79.69
11/25/2019,81.85
11/26/2019,77.7
11/27/2019,77.88
11/28/2019,78.1
11/29/2019,81.51
11/30/2019,80.35
12/01/2019,80.35
12/02/2019,79.19
12/03/2019,79.27
12/04/2019,79.59
12/05/2019,78.36
12/06/2019,80.26
12/07/2019,79.7
12/08/2019,79.7
12/09/2019,79.14
12/10/2019,80.25
12/11/2019,77.67
12/12/2019,79.31
12/13/2019,78.58
12/14/2019,79.98
12/15/2019,79.98
12/16/2019,81.37
12/17/2019,81.34
12/18/2019,78.76
12/19/2019,77.4
12/20/2019,79.75
12/21/2019,80.24
12/22/2019,80.24
12/23/2019,80.73
12/24/2019,79.95
12/25/2019,78.37
12/26/2019,81.8
12/27/2019,81.43
12/28/2019,80.37
12/29/2019,80.37
12/30/2019,79.31
12/31/2019,77.73
01/01/2020,78.56
01/02/2020,79.39
01/03/2020,81.93
01/04/2020,80.61
01/05/2020,80.61
01/06/2020,79.28
01/07/2020,79.33
01/08/2020,81.88
01/09/2020,79.06
01/10/2020,78.16
01/11/2020,77.75
01/12/2020,77.75
01/13/2020,77.34
01/14/2020,77.98
01/15/2020,77.6
01/16/2020,80.1
01/17/2020,80.69
01/18/2020,80.69
01/19/2020,80.69
01/20/2020,81.27
01/21/2020,77.94
01/22/2020,80.33
01/23/2020,80.56
01/24/2020,80.56
01/25/2020,80.56
01/26/2020,80.56
01/27/2020,80.56
01/28/2020,80.56
01/29/2020,80.56
01/30/2020,80.79
01/31/2020,81.49
02/01/2020,80.99
02/02/2020,80.99
02/03/2020,80.48
02/04/2020,82.15
02/05/2020,80.15
02/06/2020,78.65
02/07/2020,78.13
02/08/2020,78.53
02/09/2020,78.53
02/10/2020,78.93
02/11/2020,78.07
02/12/2020,81.66
02/13/2020,79.13
02/14/2020,79.6
02/15/2020,81.02
02/16/2020,81.02
02/17/2020,82.43
02/18/2020,82.92
02/19/2020,82.38
02/20/2020,81.74
02/21/2020,80.94
02/22/2020,80.31
02/23/2020,80.31
02/24/2020,79.67
02/25/2020,78.3
02/26/2020,81.37
02/27/2020,80.8
02/28/2020,78.93
02/29/2020,81.38
03/01/2020,81.38
03/02/2020,83.82
03/03/2020,81.59
03/04/2020,82.5
03/05/2020,83.95
03/06/2020,83.89
03/07/2020,83.55
03/08/2020,83.55
03/09/2020,83.2
03/10/2020,84.38
03/11/2020,82.15
03/12/2020,83.24
03/13/2020,81.01
03/14/2020,81.81
03/15/2020,81.81
03/16/2020,82.61
03/17/2020,83.84
03/18/2020,83.25
03/19/2020,81.24
03/20/2020,84.19
03/21/2020,84.59
03/22/2020,84.59
03/23/2020,84.98
03/24/2020,82.32
03/25/2020,81.62
03/26/2020,85.78
03/27/2020,82.36
03/28/2020,84.03
03/29/2020,84.03
03/30/2020,85.7
03/31/2020,83.15
04/01/2020,85.4
04/02/2020,84.96
04/03/2020,84.52
04/04/2020,84.02
04/05/2020,84.02
04/06/2020,83.52
04/07/2020,86.4
04/08/2020,87.64
04/09/2020,87.17
04/10/2020,87.84
04/11/2020,87.6
04/12/2020,87.6
04/13/2020,87.36
04/14/2020,83.73
04/15/2020,84.58
04/16/2020,87.34
04/17/2020,87.27
04/18/2020,86.05
04/19/2020,86.05
04/20/2020,84.82
04/21/2020,85.58
04/22/2020,86.99
04/23/2020,84.4
04/24/2020,86.82
04/25/2020,86.21
04/26/2020,86.21
04/27/2020,85.6
04/28/2020,84.8
04/29/2020,85.68
04/30/2020,86.52
05/01/2020,86.52
05/02/2020,87.35
05/03/2020,87.86
05/04/2020,87.85
05/05/2020,85.9
05/06/2020,87.1
05/07/2020,86.89
05/08/2020,86.63
05/09/2020,86.11
05/10/2020,86.11
05/11/2020,85.58
05/12/2020,88.01
05/13/2020,85.89
05/14/2020,86.93
05/15/2020,87.38
05/16/2020,88.47
05/17/2020,88.47
05/18/2020,89.55
05/19/2020,87.53
05/20/2020,89.41
05/21/2020,88.65
05/22/2020,88.24
05/23/2020,88.75
05/24/2020,88.75
05/25/2020,89.25
05/26/2020,89.41
05/27/2020,89.82
05/28/2020,87.57
05/29/2020,85.3
05/30/2020,85.68
05/31/2020,85.68
06/01/2020,86.05
06/02/2020,85.51
06/03/2020,84.82
06/04/2020,88.38
06/05/2020,87.07
06/06/2020,87.89
06/07/2020,87.89
06/08/2020,88.7
06/09/2020,88.21
06/10/2020,85.35
06/11/2020,85.25
06/12/2020,85.13
06/13/2020,84.73
06/14/2020,84.73
06/15/2020,84.33
06/16/2020,84.32
06/17/2020,88.91
06/18/2020,85.17
06/19/2020,84.41
06/20/2020,85.5
06/21/2020,85.5
06/22/2020,86.58
06/23/2020,85.78
06/24/2020,85.84
06/25/2020,85.07
06/26/2020,84.62
