Date,Average_Price
01/08/2018,97.88
01/09/2018,96.25
01/10/2018,95.52
01/11/2018,96.05
01/12/2018,97.16
01/13/2018,97.71
01/14/2018,97.71
01/15/2018,98.25
01/16/2018,97.39
01/17/2018,95.46
01/18/2018,96.42
01/19/2018,97.08
01/20/2018,97.23
01/21/2018,97.23
01/22/2018,97.37
01/23/2018,97.97
01/24/2018,96.84
01/25/2018,98.33
01/26/2018,94.07
01/27/2018,96.43
01/28/2018,96.43
01/29/2018,98.79
01/30/2018,95.69
01/31/2018,94.22
02/01/2018,102.75
02/02/2018,101.24
02/03/2018,101.79
02/04/2018,101.79
02/05/2018,102.34
02/06/2018,100.73
02/07/2018,104.17
02/08/2018,103.78
02/09/2018,101.47
02/10/2018,101.13
02/11/2018,101.13
02/12/2018,100.79
02/13/2018,100.42
02/14/2018,103.58
02/15/2018,103.78
02/16/2018,103.78
02/17/2018,103.78
02/18/2018,103.78
02/19/2018,103.78
02/20/2018,103.78
02/21/2018,103.78
02/22/2018,103.97
02/23/2018,100.94
02/24/2018,101.12
02/25/2018,101.12
02/26/2018,101.29
02/27/2018,102.62
02/28/2018,101.85
03/01/2018,106.6
03/02/2018,105.65
03/03/2018,106.37
03/04/2018,106.37
03/05/2018,107.09
03/06/2018,106.83
03/07/2018,108.57
03/08/2018,106.8
03/09/2018,108.92
03/10/2018,106.87
03/11/2018,106.87
03/12/2018,104.82
03/13/2018,107.66
03/14/2018,106.62
03/15/2018,105.45
03/16/2018,104.19
03/17/2018,105.65
03/18/2018,105.65
03/19/2018,107.11
03/20/2018,105.77
03/21/2018,105.95
03/22/2018,107.06
03/23/2018,108.29
03/24/2018,108.19
03/25/2018,108.19
03/26/2018,108.08
03/27/2018,104.48
03/28/2018,108.34
03/29/2018,108.66
03/30/2018,104.26
03/31/2018,105.54
04/01/2018,107
04/02/2018,109.74
04/03/2018,107.44
04/04/2018,108.17
04/05/2018,107.37
04/06/2018,109.09
04/07/2018,108.27
04/08/2018,108.27
04/09/2018,107.44
04/10/2018,109.77
04/11/2018,111.61
04/12/2018,109.87
04/13/2018,110.32
04/14/2018,109.2
04/15/2018,109.2
04/16/2018,108.07
04/17/2018,107.8
04/18/2018,107.02
04/19/2018,108.33
04/20/2018,108.49
04/21/2018,108.13
04/22/2018,108.13
04/23/2018,107.77
04/24/2018,107.71
04/25/2018,109.78
04/26/2018,111.84
04/27/2018,109.55
04/28/2018,113.67
04/29/2018,113.67
04/30/2018,113.67
05/01/2018,113.67
05/02/2018,117.78
05/03/2018,115.27
05/04/2018,119.22
05/05/2018,117.5
05/06/2018,117.5
05/07/2018,115.77
05/08/2018,115.2
05/09/2018,115.28
05/10/2018,118.24
05/11/2018,116.21
05/12/2018,117.18
05/13/2018,117.18
05/14/2018,118.15
05/15/2018,117.27
05/16/2018,117.5
05/17/2018,118.96
05/18/2018,119.72
05/19/2018,119.41
05/20/2018,119.41
05/21/2018,119.1
05/22/2018,116.8
05/23/2018,119.88
05/24/2018,116.04
05/25/2018,115.66
05/26/2018,115.89
05/27/2018,115.89
05/28/2018,116.11
05/29/2018,118.83
05/30/2018,116.14
05/31/2018,118.65
06/01/2018,120.78
06/02/2018,119.51
06/03/2018,119.51
06/04/2018,118.24
06/05/2018,119.85
06/06/2018,120.24
06/07/2018,118.53
06/08/2018,119.2
06/09/2018,119.69
06/10/2018,119.69
06/11/2018,120.17
06/12/2018,121.52
06/13/2018,119.97
06/14/2018,120.69
06/15/2018,118.46
06/16/2018,119.32
06/17/2018,119.32
06/18/2018,120.17
06/19/2018,122.05
06/20/2018,121.69
06/21/2018,120.68
06/22/2018,118.58
06/23/2018,118.32
06/24/2018,118.32
06/25/2018,118.06
06/26/2018,120.93
06/27/2018,119.73
06/28/2018,119.13
06/29/2018,118.11
06/30/2018,122.48
07/01/2018,122.48
07/02/2018,126.85
07/03/2018,126.78
07/04/2018,127.31
07/05/2018,124.1
07/06/2018,125.27
07/07/2018,126.65
07/08/2018,126.65
07/09/2018,128.02
07/10/2018,128.71
07/11/2018,126.04
07/12/2018,124.81
07/13/2018,128.66
07/14/2018,126.43
07/15/2018,126.43
07/16/2018,124.2
07/17/2018,124.53
07/18/2018,125.26
07/19/2018,125.1
07/20/2018,126.96
07/21/2018,125.61
07/22/2018,125.61
07/23/2018,124.25
07/24/2018,126.67
07/25/2018,127.05
07/26/2018,124.41
07/27/2018,125.49
07/28/2018,125.11
07/29/2018,125.11
07/30/2018,124.72
07/31/2018,125.5
08/01/2018,128.44
08/02/2018,130.94
08/03/2018,128.88
08/04/2018,129.1
08/05/2018,129.1
08/06/2018,129.31
08/07/2018,127.73
08/08/2018,130.36
08/09/2018,127.78
08/10/2018,127.39
08/11/2018,128.88
08/12/2018,128.88
08/13/2018,130.37
08/14/2018,126.44
08/15/2018,126.88
08/16/2018,129.84
08/17/2018,127.72
08/18/2018,129.24
08/19/2018,129.24
08/20/2018,130.76
08/21/2018,126.54
08/22/2018,127.67
08/23/2018,128.32
08/24/2018,129.44
08/25/2018,128.65
08/26/2018,128.65
08/27/2018,127.85
08/28/2018,126.34
08/29/2018,130.62
08/30/2018,128.98
08/31/2018,130.28
09/01/2018,131.94
09/02/2018,131.94
09/03/2018,133.6
09/04/2018,134.39
09/05/2018,134.42
09/06/2018,135.04
09/07/2018,134.34
09/08/2018,133.87
09/09/2018,133.87
09/10/2018,133.4
09/11/2018,131.07
09/12/2018,134.42
09/13/2018,133.36
09/14/2018,133.46
09/15/2018,134.55
09/16/2018,134.55
09/17/2018,135.63
09/18/2018,133.97
09/19/2018,135.3
09/20/2018,133.25
09/21/2018,135.61
09/22/2018,133.36
09/23/2018,133.36
09/24/2018,131.1
09/25/2018,134.31
09/26/2018,135.19
09/27/2018,135.13
09/28/2018,134.63
09/29/2018,134.69
09/30/2018,134.69
10/01/2018,134.75
10/02/2018,134.33
10/03/2018,132.45
10/04/2018,132.71
10/05/2018,135.88
10/06/2018,136.2
10/07/2018,136.2
10/08/2018,136.52
10/09/2018,132.48
10/10/2018,135.5
10/11/2018,134.91
10/12/2018,134.52
10/13/2018,135.65
10/14/2018,135.65
10/15/2018,136.78
10/16/2018,133.63
10/17/2018,133.05
10/18/2018,133.72
10/19/2018,133.22
10/20/2018,134.24
10/21/2018,134.24
10/22/2018,135.25
10/23/2018,136.39
10/24/2018,136.28
10/25/2018,136.2
10/26/2018,132.85
10/27/2018,133.37
10/28/2018,133.37
10/29/2018,133.89
10/30/2018,132.16
10/31/2018,134.51
11/01/2018,134.14
11/02/2018,133.1
11/03/2018,134.48
11/04/2018,134.48
11/05/2018,135.86
11/06/2018,135.65
11/07/2018,134.67
11/08/2018,135.3
11/09/2018,136.57
11/10/2018,134.8
11/11/2018,134.8
11/12/2018,133.03
11/13/2018,132.42
11/14/2018,132.15
11/15/2018,134.37
11/16/2018,136.57
11/17/2018,135.37
11/18/2018,135.37
11/19/2018,134.17
11/20/2018,133.25
11/21/2018,135.53
11/22/2018,132.64
11/23/2018,136.31
11/24/2018,135.67
11/25/2018,135.67
11/26/2018,135.03
11/27/2018,136.64
11/28/2018,136.71
11/29/2018,136.02
11/30/2018,133.44
12/01/2018,140.01
12/02/2018,140.01
12/03/2018,146.57
12/04/2018,144.59
12/05/2018,147.93
12/06/2018,148.94
12/07/2018,148.97
12/08/2018,148.09
12/09/2018,148.09
12/10/2018,147.2
12/11/2018,148.38
12/12/2018,148.34
12/13/2018,147.04
12/14/2018,147.64
12/15/2018,146.73
12/16/2018,146.73
12/17/2018,145.82
12/18/2018,148.07
12/19/2018,147.26
12/20/2018,146.16
12/21/2018,144.59
12/22/2018,145.15
12/23/2018,145.15
12/24/2018,145.7
12/25/2018,145.69
12/26/2018,145.97
12/27/2018,146.72
12/28/2018,145.52
12/29/2018,145.99
12/30/2018,145.99
12/31/2018,146.46
01/01/2019,147.1
01/02/2019,148.2
01/03/2019,150.16
01/04/2019,148.22
01/05/2019,148.64
01/06/2019,148.64
01/07/2019,149.05
01/08/2019,148.51
01/09/2019,149.39
01/10/2019,147.28
01/11/2019,147.55
01/12/2019,148.63
01/13/2019,148.63
01/14/2019,149.7
01/15/2019,146.4
01/16/2019,148.68
01/17/2019,148.57
01/18/2019,147.39
01/19/2019,146.84
01/20/2019,146.84
01/21/2019,146.28
01/22/2019,150.07
01/23/2019,150.38
01/24/2019,148.92
01/25/2019,149.02
01/26/2019,148.09
01/27/2019,148.09
01/28/2019,148.09
01/29/2019,147.15
01/30/2019,150.88
01/31/2019,149.82
02/01/2019,148.74
02/02/2019,147.48
02/03/2019,147.48
02/04/2019,147.48
02/05/2019,147.48
02/06/2019,147.48
02/07/2019,147.48
02/08/2019,147.48
02/09/2019,146.22
02/10/2019,147.4
02/11/2019,148.57
02/12/2019,148.2
02/13/2019,149.94
02/14/2019,150.78
02/15/2019,149.85
02/16/2019,149.52
02/17/2019,149.52
02/18/2019,149.18
02/19/2019,150.14
02/20/2019,147.19
02/21/2019,147.24
02/22/2019,148.47
02/23/2019,149.1
02/24/2019,149.1
02/25/2019,149.72
02/26/2019,150.26
02/27/2019,148.42
02/28/2019,150.5
03/01/2019,152.28
03/02/2019,152.68
03/03/2019,152.68
03/04/2019,153.08
03/05/2019,151.07
03/06/2019,154.59
03/07/2019,152.51
03/08/2019,152.09
03/09/2019,151.61
03/10/2019,151.61
03/11/2019,151.12
03/12/2019,153.36
03/13/2019,150.44
03/14/2019,154.2
03/15/2019,154.13
03/16/2019,153.06
03/17/2019,153.06
03/18/2019,151.99
03/19/2019,150.17
03/20/2019,151.49
03/21/2019,154.86
03/22/2019,153.67
03/23/2019,152.83
03/24/2019,152.83
03/25/2019,151.99
03/26/2019,151.98
03/27/2019,151.98
03/28/2019,152.15
03/29/2019,150.95
03/30/2019,155.07
03/31/2019,155.07
04/01/2019,159.18
04/02/2019,161.6
04/03/2019,158.55
04/04/2019,157.98
04/05/2019,159.33
04/06/2019,159.4
04/07/2019,159.4
04/08/2019,159.47
04/09/2019,160.28
04/10/2019,157.53
04/11/2019,159.01
04/12/2019,161.64
04/13/2019,159.73
04/14/2019,159.73
04/15/2019,159.73
04/16/2019,157.82
04/17/2019,160.05
04/18/2019,158.81
04/19/2019,161.22
04/20/2019,161.21
04/21/2019,161.21
04/22/2019,161.2
04/23/2019,159.66
04/24/2019,160.91
04/25/2019,157.31
04/26/2019,158.42
04/27/2019,160.03
04/28/2019,160.03
04/29/2019,160.03
04/30/2019,160.03
05/01/2019,160.03
05/02/2019,161.63
05/03/2019,159.92
05/04/2019,160.21
05/05/2019,160.21
05/06/2019,160.49
05/07/2019,159.94
05/08/2019,160.74
05/09/2019,159.85
05/10/2019,162.97
05/11/2019,162.68
05/12/2019,162.68
05/13/2019,162.38
05/14/2019,159.05
05/15/2019,163.68
05/16/2019,161.58
05/17/2019,161.13
05/18/2019,161.77
05/19/2019,161.77
05/20/2019,162.4
05/21/2019,163.45
05/22/2019,162.76
05/23/2019,159.53
05/24/2019,160.71
05/25/2019,161.2
05/26/2019,161.2
05/27/2019,161.69
05/28/2019,159.7
05/29/2019,160.29
05/30/2019,161.67
05/31/2019,159.66
06/01/2019,161.25
06/02/2019,161.25
06/03/2019,162.84
06/04/2019,163.11
06/05/2019,161.82
06/06/2019,162.9
06/07/2019,164.19
06/08/2019,164.35
06/09/2019,164.35
06/10/2019,164.5
06/11/2019,161.25
06/12/2019,164.75
06/13/2019,160.72
06/14/2019,163.29
06/15/2019,162.92
06/16/2019,162.92
06/17/2019,162.55
06/18/2019,160.87
06/19/2019,163.29
06/20/2019,163.24
06/21/2019,163.3
06/22/2019,163.21
06/23/2019,163.21
06/24/2019,163.11
06/25/2019,160.41
06/26/2019,161.36
06/27/2019,162.88
06/28/2019,164.85
06/29/2019,184.55
06/30/2019,184.55
07/01/2019,204.25
07/02/2019,205.7
07/03/2019,202.47
07/04/2019,206.61
07/05/2019,202.58
07/06/2019,203.35
07/07/2019,203.35
07/08/2019,204.11
07/09/2019,204.38
07/10/2019,202.34
07/11/2019,205.87
07/12/2019,203.62
07/13/2019,204.18
07/14/2019,204.18
07/15/2019,204.74
07/16/2019,203.27
07/17/2019,206.46
07/18/2019,206.78
07/19/2019,202.35
07/20/2019,202.93
07/21/2019,202.93
07/22/2019,203.51
07/23/2019,203.8
07/24/2019,203.44
07/25/2019,202.21
07/26/2019,206.26
07/27/2019,204.51
07/28/2019,204.51
07/29/2019,202.75
07/30/2019,205.31
07/31/2019,205.84
08/01/2019,203
08/02/2019,202.57
08/03/2019,203.72
08/04/2019,203.72
08/05/2019,204.87
08/06/2019,201.74
08/07/2019,200.93
08/08/2019,201.75
08/09/2019,202.99
08/10/2019,203.66
08/11/2019,203.66
08/12/2019,204.33
08/13/2019,203.93
08/14/2019,201.74
08/15/2019,202.21
08/16/2019,202.88
08/17/2019,201.93
08/18/2019,201.93
08/19/2019,200.98
08/20/2019,201.67
08/21/2019,202.28
08/22/2019,204.16
08/23/2019,204.95
08/24/2019,204.2
08/25/2019,204.2
08/26/2019,203.45
08/27/2019,201.24
08/28/2019,200.61
08/29/2019,202.82
08/30/2019,201.26
08/31/2019,202.49
09/01/2019,203.49
09/02/2019,203.49
09/03/2019,204.49
09/04/2019,204.46
09/05/2019,205.65
09/06/2019,206.56
09/07/2019,204.81
09/08/2019,204.81
09/09/2019,203.06
09/10/2019,206.9
09/11/2019,206.7
09/12/2019,206.53
09/13/2019,204.25
09/14/2019,205.31
09/15/2019,205.31
09/16/2019,206.36
09/17/2019,203.81
09/18/2019,206.71
09/19/2019,203.17
09/20/2019,203.84
09/21/2019,203.76
09/22/2019,203.76
09/23/2019,203.67
09/24/2019,202.16
09/25/2019,204.73
09/26/2019,202.82
09/27/2019,206.7
09/28/2019,206.51
09/29/2019,206.51
09/30/2019,206.31
10/01/2019,206.41
10/02/2019,204.32
10/03/2019,207.66
10/04/2019,208.41
10/05/2019,206.75
10/06/2019,206.75
10/07/2019,205.08
10/08/2019,208.7
10/09/2019,205.56
10/10/2019,206.92
10/11/2019,208.27
10/12/2019,208.42
10/13/2019,208.42
10/14/2019,208.56
10/15/2019,208.83
10/16/2019,207.43
10/17/2019,205.54
10/18/2019,206.41
10/19/2019,206.55
10/20/2019,206.55
10/21/2019,206.68
10/22/2019,207.98
10/23/2019,204.31
10/24/2019,204.34
10/25/2019,205.25
10/26/2019,204.82
10/27/2019,204.82
10/28/2019,204.38
10/29/2019,206.89
10/30/2019,206.19
10/31/2019,206.66
11/01/2019,204.16
11/02/2019,205.27
11/03/2019,205.27
11/04/2019,206.38
11/05/2019,206.74
11/06/2019,206.14
11/07/2019,206.1
11/08/2019,205.35
11/09/2019,204.2
11/10/2019,204.2
11/11/2019,203.05
11/12/2019,206.51
11/13/2019,203.19
11/14/2019,204.59
11/15/2019,204.24
11/16/2019,205.53
11/17/2019,205.53
11/18/2019,206.81
11/19/2019,202.53
11/20/2019,203.07
11/21/2019,203.35
11/22/2019,206.85
11/23/2019,206.33
11/24/2019,206.33
11/25/2019,205.8
11/26/2019,202.54
11/27/2019,202.22
11/28/2019,203.94
11/29/2019,204.03
11/30/2019,204.17
12/01/2019,204.17
12/02/2019,204.3
12/03/2019,204.06
12/04/2019,203.82
12/05/2019,202.65
12/06/2019,205.18
12/07/2019,203.62
12/08/2019,203.62
12/09/2019,202.05
12/10/2019,204.81
12/11/2019,205.01
12/12/2019,203.82
12/13/2019,204.85
12/14/2019,203.74
12/15/2019,203.74
12/16/2019,202.62
12/17/2019,203.07
12/18/2019,206.47
12/19/2019,206.13
12/20/2019,206.26
12/21/2019,206.1
12/22/2019,206.1
12/23/2019,205.93
12/24/2019,204.86
12/25/2019,202.21
12/26/2019,203.42
12/27/2019,206.18
12/28/2019,204.38
12/29/2019,204.38
12/30/2019,202.57
12/31/2019,203.42
01/01/2020,193.59
01/02/2020,183.75
01/03/2020,183.03
01/04/2020,184.21
01/05/2020,184.21
01/06/2020,185.39
01/07/2020,182.79
01/08/2020,182.49
01/09/2020,183
01/10/2020,181.8
01/11/2020,183.82
01/12/2020,183.82
01/13/2020,185.83
01/14/2020,181.47
01/15/2020,185.13
01/16/2020,185.86
01/17/2020,185.85
01/18/2020,185.85
01/19/2020,185.85
01/20/2020,185.84
01/21/2020,184.57
01/22/2020,181.86
01/23/2020,183.35
01/24/2020,183.35
01/25/2020,183.35
01/26/2020,183.35
01/27/2020,183.35
01/28/2020,183.35
01/29/2020,183.35
01/30/2020,184.84
01/31/2020,183.8
02/01/2020,184.19
02/02/2020,184.19
02/03/2020,184.57
02/04/2020,182.8
02/05/2020,185.84
02/06/2020,185.94
02/07/2020,182.55
02/08/2020,183.82
02/09/2020,183.82
02/10/2020,185.08
02/11/2020,183.39
02/12/2020,185.05
02/13/2020,183.33
02/14/2020,182.82
02/15/2020,184.32
02/16/2020,184.32
02/17/2020,185.82
02/18/2020,185.52
02/19/2020,185.4
02/20/2020,185.88
02/21/2020,186.69
02/22/2020,184.82
02/23/2020,184.82
02/24/2020,182.95
02/25/2020,186.9
02/26/2020,183.8
02/27/2020,184.63
02/28/2020,182.92
02/29/2020,181.62
03/01/2020,181.62
03/02/2020,180.32
03/03/2020,182.36
03/04/2020,182.22
03/05/2020,178.5
03/06/2020,178.04
03/07/2020,178.53
03/08/2020,178.53
03/09/2020,179.02
03/10/2020,180.82
03/11/2020,180.49
03/12/2020,181.46
03/13/2020,180.57
03/14/2020,180.87
03/15/2020,180.87
03/16/2020,181.17
03/17/2020,181.93
03/18/2020,180.71
03/19/2020,180.03
03/20/2020,181.78
03/21/2020,180.34
03/22/2020,180.34
03/23/2020,178.9
03/24/2020,182.78
03/25/2020,178.28
03/26/2020,182.9
03/27/2020,179.91
03/28/2020,180.01
03/29/2020,180.01
03/30/2020,180.1
03/31/2020,178.94
04/01/2020,179.56
04/02/2020,179.45
04/03/2020,179.33
04/04/2020,179.8
04/05/2020,179.8
04/06/2020,180.27
04/07/2020,177.06
04/08/2020,177.54
04/09/2020,178.85
04/10/2020,179.83
04/11/2020,179.23
04/12/2020,179.23
04/13/2020,178.62
04/14/2020,177.22
04/15/2020,177.26
04/16/2020,178.29
04/17/2020,178.02
04/18/2020,179.59
04/19/2020,179.59
04/20/2020,181.16
04/21/2020,177.18
04/22/2020,181.83
04/23/2020,179.59
04/24/2020,179.43
04/25/2020,179.69
04/26/2020,179.69
04/27/2020,179.95
04/28/2020,178.94
04/29/2020,180.7
04/30/2020,180.98
05/01/2020,180.98
05/02/2020,181.26
05/03/2020,183.82
05/04/2020,180.96
05/05/2020,181.67
05/06/2020,181.76
05/07/2020,180.09
05/08/2020,179.91
05/09/2020,180.99
05/10/2020,180.99
05/11/2020,182.06
05/12/2020,183.72
05/13/2020,180.94
05/14/2020,182.64
05/15/2020,179.96
05/16/2020,180.28
05/17/2020,180.28
05/18/2020,180.59
05/19/2020,182.24
05/20/2020,182.42
05/21/2020,181.4
05/22/2020,183.13
05/23/2020,182.17
05/24/2020,182.17
05/25/2020,181.2
05/26/2020,183.99
05/27/2020,181.36
05/28/2020,179.9
05/29/2020,182.4
05/30/2020,182.75
05/31/2020,182.75
06/01/2020,183.1
06/02/2020,182.65
06/03/2020,183.52
06/04/2020,184.88
06/05/2020,184.4
06/06/2020,183
06/07/2020,183
06/08/2020,181.6
06/09/2020,184.71
06/10/2020,181.72
06/11/2020,181.22
06/12/2020,181.74
06/13/2020,181.7
06/14/2020,181.7
06/15/2020,181.65
06/16/2020,183.81
06/17/2020,183.58
06/18/2020,181.77
06/19/2020,183.98
06/20/2020,184.41
06/21/2020,184.41
06/22/2020,184.84
06/23/2020,183.21
06/24/2020,181.16
06/25/2020,184.71
